ID_SHOP,SEX,MARITAL_STATUS,AGE,FLAG_RESIDENCIAL_PHONE,AREA_CODE_RESIDENCIAL_PHONE,PAYMENT_DAY,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_RESIDENCE_TOWN=WORKING_TOWN,FLAG_RESIDENCE_STATE=WORKING_STATE,MONTHS_IN_THE_JOB,PROFESSION_CODE,MATE_INCOME,FLAG_RESIDENCIAL_ADDRESS=POSTAL_ADDRESS,QUANT_BANKING_ACCOUNTS,PERSONAL_NET_INCOME,QUANT_ADDITIONAL_LOAN_IN_THE_APPLICATION,TARGET_LABEL_BAD=1,LOAN_AMOUNT_REQUESTED,ID_CLIENT
22,F,C,39,Y,31,12,P,420,N,Y,84,525,0,Y,0,356,0,0,9829.236329,2414
96,M,S,25,Y,31,25,A,12,N,Y,0,999,0,Y,0,207,0,1,15462.67618,2415
3,F,S,26,Y,31,12,P,312,N,Y,12,25,0,Y,0,372,0,0,8760.851113,2416
55,F,C,20,Y,50,12,P,36,Y,Y,12,853,0,N,0,586,0,0,14210.69772,2417
10,F,S,48,Y,31,18,C,576,N,Y,0,13,0,Y,0,580,1,0,21269.94921,2418
9,F,S,35,Y,37,28,P,12,N,Y,156,107,0,Y,0,1000,1,0,18189.19255,2419
1,F,S,21,Y,31,1,P,192,N,Y,24,213,0,Y,0,200,0,0,21770.28708,2420
24,M,S,31,Y,31,8,P,360,Y,Y,48,39,0,Y,0,274,0,1,2096.281496,2421
16,F,C,36,Y,31,20,P,180,N,Y,12,113,0,Y,0,800,0,0,18497.38877,2422
24,F,S,21,Y,31,20,C,36,Y,Y,12,205,0,Y,0,280,0,0,4821.767111,2423
3,F,C,41,Y,31,12,P,12,N,Y,0,117,2200,Y,0,1120,0,0,4783.548423,2424
25,F,V,37,Y,31,18,P,444,N,Y,12,703,0,Y,0,180,0,0,9087.240244,2425
23,F,V,72,Y,31,25,P,240,N,Y,0,703,0,Y,0,427,0,0,23291.32506,2426
55,F,C,28,Y,31,8,P,24,N,Y,0,720,700,Y,0,0,0,0,20238.40446,2427
15,F,S,46,Y,31,28,P,72,N,Y,0,999,0,Y,0,0,0,0,9852.699544,2428
15,F,S,28,Y,31,12,P,336,N,Y,0,999,0,Y,0,0,0,1,7541.753536,2429
6,F,S,21,Y,23,18,P,12,Y,Y,24,40,0,Y,0,230,0,0,15317.13845,2430
4,F,C,38,Y,31,12,P,24,N,Y,120,131,0,Y,0,550,0,1,4797.306261,2431
25,F,S,18,Y,31,18,P,216,N,Y,60,731,0,Y,0,250,0,1,16682.00592,2432
10,M,S,23,Y,50,8,P,276,Y,Y,48,514,0,Y,0,900,0,0,10268.66995,2433
55,F,C,32,Y,31,8,P,120,N,Y,96,131,0,Y,0,400,0,1,12655.82482,2434
25,F,O,35,N,31,28,P,204,Y,Y,204,999,0,Y,0,800,0,0,19432.14426,2435
25,F,S,28,Y,31,20,P,108,Y,Y,36,31,0,N,0,750,0,0,7798.069906,2436
16,F,S,24,Y,31,25,O,240,N,Y,0,950,0,Y,0,200,0,1,12207.23687,2437
18,M,C,66,Y,23,18,P,324,N,Y,0,13,0,Y,0,709,1,0,12344.89603,2438
23,F,S,18,Y,50,12,C,144,Y,Y,12,950,0,Y,0,500,0,1,11676.4276,2439
24,M,D,72,Y,31,20,P,120,N,Y,0,13,0,Y,0,612,0,0,26144.71083,2440
1,F,S,24,Y,31,11,P,48,N,Y,36,123,0,Y,0,168,0,0,17369.25393,2441
24,M,S,34,Y,50,12,A,180,N,Y,24,999,0,Y,0,584,0,1,27943.46097,2442
55,M,S,19,Y,50,25,P,228,N,Y,24,26,0,Y,0,260,0,0,10333.61259,2443
23,F,S,27,Y,31,20,O,72,Y,Y,60,213,0,Y,0,400,0,0,17014.33832,2444
20,M,C,23,Y,31,25,P,240,N,Y,96,151,0,Y,0,1800,0,1,8804.115241,2445
18,M,O,20,N,50,20,P,228,Y,Y,24,26,0,Y,0,236,0,0,9472.250505,2446
7,M,S,30,Y,5,18,P,180,Y,Y,120,60,0,Y,0,215,0,0,5548.522951,2447
25,F,S,37,Y,31,20,P,120,N,Y,72,950,0,Y,0,800,0,0,10402.62607,2448
23,F,S,31,Y,31,12,P,372,Y,Y,36,18,0,Y,0,2000,0,0,26510.3111,2449
25,F,S,31,Y,31,12,P,264,N,Y,120,202,0,Y,0,700,0,1,13752.38377,2450
24,M,S,41,N,50,8,P,216,N,Y,300,702,0,Y,0,950,0,1,28748.12312,2451
24,F,C,25,Y,50,20,A,24,N,Y,12,60,0,Y,0,280,0,0,28807.51989,2452
25,F,S,18,Y,31,8,P,216,N,N,12,950,0,Y,0,450,0,0,5879.97122,2453
9,F,S,22,Y,5,12,P,132,Y,Y,12,999,0,Y,0,390,0,0,25465.35313,2454
10,F,S,38,Y,31,12,P,180,Y,Y,240,514,0,Y,0,1506,0,0,6974.464297,2455
17,F,S,46,N,50,1,P,336,N,Y,48,165,0,Y,0,300,0,0,24480.01662,2456
24,F,C,39,Y,31,8,P,36,N,Y,36,113,0,Y,0,1500,0,1,22670.18444,2457
15,M,O,28,Y,31,18,P,48,Y,Y,108,514,0,Y,0,921,1,0,29271.13059,2458
7,M,S,21,Y,35,3,C,48,N,N,24,514,0,N,0,340,0,1,4695.343832,2459
24,M,S,35,Y,31,12,P,420,Y,Y,252,150,0,Y,0,1159,1,0,29980.78123,2460
25,M,C,56,Y,50,8,P,156,N,Y,360,301,270,Y,0,1700,0,0,28552.77429,2461
25,M,S,32,Y,31,23,P,120,Y,Y,180,653,0,Y,0,712,0,0,3814.222984,2462
21,F,S,30,Y,31,18,P,12,Y,Y,36,60,0,Y,0,380,0,0,5581.422756,2463
11,F,S,18,Y,50,11,P,180,Y,Y,12,950,0,Y,0,350,0,0,15552.47778,2464
25,F,S,50,Y,31,12,A,12,Y,Y,48,801,0,Y,0,500,0,0,1740.316447,2465
25,F,S,20,Y,50,18,P,120,N,Y,0,950,0,Y,0,250,0,1,7029.604918,2466
9,F,S,32,Y,5,20,O,12,Y,Y,0,40,0,Y,0,400,0,0,14333.6432,2467
55,F,S,39,Y,50,23,P,240,N,Y,0,72,0,Y,0,300,0,0,3093.450117,2468
25,F,C,48,Y,31,8,P,360,N,Y,312,131,0,Y,0,800,0,1,9810.56132,2469
55,F,S,20,Y,50,1,P,72,N,Y,36,950,0,Y,0,300,0,0,3829.394423,2470
22,F,S,31,Y,31,20,P,48,N,Y,60,151,0,Y,0,1500,0,1,28811.63723,2471
24,F,C,44,Y,31,12,P,192,N,Y,96,13,0,Y,0,1027,1,0,21736.43124,2472
16,F,O,35,Y,31,8,P,360,N,Y,12,38,0,Y,0,450,0,0,24255.19779,2473
20,F,C,28,N,31,3,P,48,Y,Y,36,254,0,Y,0,379,0,0,25247.66324,2474
12,M,C,51,N,31,28,P,72,Y,Y,0,999,0,Y,0,426,0,0,10376.82612,2475
3,F,C,19,Y,31,12,O,12,N,Y,0,999,372,Y,0,0,0,0,23880.16521,2476
55,F,S,23,Y,50,18,P,60,N,Y,24,165,0,Y,0,200,0,0,4815.869089,2477
55,F,S,41,Y,31,3,P,276,N,Y,144,853,0,Y,0,876,0,0,24710.06591,2478
19,F,S,49,Y,31,12,P,192,Y,Y,12,130,0,Y,0,210,0,0,28991.26243,2479
24,F,C,40,Y,31,20,P,84,Y,Y,216,713,0,Y,0,1300,1,0,14330.61964,2480
21,F,S,38,Y,31,18,C,240,Y,Y,12,999,0,Y,0,1500,0,0,28261.80773,2481
12,F,S,20,N,31,12,P,240,N,Y,12,165,0,Y,0,250,0,1,23606.55216,2482
24,F,C,25,Y,31,18,P,12,Y,Y,60,999,0,Y,0,454,0,0,21703.56508,2483
9,M,S,18,Y,5,18,P,192,Y,Y,12,950,0,Y,0,276,0,0,24006.65134,2484
25,F,O,33,Y,50,8,P,36,Y,Y,12,40,0,Y,0,500,0,0,18286.60333,2485
55,F,V,49,Y,31,20,P,360,N,Y,12,703,0,Y,0,180,0,1,3395.286529,2486
3,F,S,30,Y,31,12,P,360,Y,Y,0,950,0,Y,0,350,0,0,15763.04105,2487
24,F,C,53,Y,31,18,P,48,N,Y,0,720,2547,Y,0,0,0,0,8279.008049,2488
55,F,O,26,N,50,20,P,240,N,Y,0,654,0,Y,0,260,0,0,20096.30382,2489
55,F,C,52,Y,31,12,P,120,N,Y,120,720,400,Y,0,380,0,0,21534.61583,2490
55,M,S,38,Y,31,12,C,48,Y,Y,12,38,0,Y,0,253,0,0,24156.05281,2491
6,F,S,23,Y,23,12,C,12,Y,Y,12,24,0,Y,0,260,0,1,17519.211,2492
21,M,S,29,Y,31,12,A,12,Y,Y,36,26,0,N,0,278,0,1,8994.655222,2493
23,F,S,26,Y,31,18,C,300,Y,Y,36,210,0,Y,0,735,1,0,24287.76883,2494
55,F,S,37,Y,31,12,P,96,N,Y,12,205,0,Y,0,220,0,0,12369.37094,2495
25,M,S,19,Y,50,23,O,228,Y,Y,48,61,0,Y,0,150,0,1,25092.89929,2496
16,F,S,24,Y,31,8,P,12,N,Y,12,26,0,Y,0,221,0,1,3826.203915,2497
20,F,D,24,Y,31,12,P,12,Y,Y,36,205,0,Y,0,380,0,0,22505.60536,2498
25,F,S,52,Y,31,28,O,132,Y,Y,12,305,0,Y,0,1430,1,1,8082.563393,2499
2,M,C,43,Y,31,20,P,168,N,Y,24,305,0,Y,0,1000,0,1,3783.601465,2500
1,F,S,66,N,50,25,P,360,N,Y,240,35,0,Y,0,610,0,0,1010.074791,2501
24,M,C,34,Y,31,16,P,84,Y,Y,132,133,0,Y,0,350,1,0,12953.28748,2502
9,M,C,57,Y,5,18,P,276,N,Y,0,703,200,Y,0,638,2,0,29959.52104,2503
22,F,C,41,Y,31,8,P,264,N,Y,300,131,0,Y,0,500,0,1,3406.7909,2504
22,F,C,41,Y,31,18,P,60,N,Y,36,305,0,Y,0,1100,1,0,10101.8504,2505
1,F,S,35,Y,31,28,P,24,Y,Y,12,205,0,Y,0,220,0,0,5894.187377,2506
23,F,C,60,Y,31,8,P,360,Y,Y,216,4,0,Y,0,1212,0,0,3352.877936,2507
11,F,C,69,Y,31,8,P,120,N,Y,0,720,1100,Y,0,1100,0,0,7248.018239,2508
5,M,C,29,N,50,18,P,240,Y,Y,0,855,0,Y,0,180,0,0,6017.322345,2509
3,F,S,19,N,50,20,P,228,Y,Y,0,950,0,N,0,180,0,0,12938.38886,2510
6,F,C,19,Y,23,3,P,228,N,Y,12,703,0,Y,0,200,0,0,922.3072373,2511
22,F,S,25,Y,50,23,P,300,Y,Y,12,654,0,Y,0,250,0,0,23368.78324,2512
25,F,C,49,Y,31,28,P,324,Y,Y,192,853,2000,Y,0,1000,2,0,11915.8436,2513
3,F,C,43,Y,31,12,P,48,N,Y,180,114,0,Y,0,1633,0,0,3462.981209,2514
24,F,D,51,Y,50,20,P,396,N,Y,204,205,0,Y,0,350,0,0,6109.746411,2515
9,M,S,21,Y,5,18,P,204,Y,Y,12,159,0,Y,0,273,0,0,25445.60601,2516
12,F,O,36,Y,31,20,C,132,Y,Y,0,131,0,Y,0,0,0,1,7686.335863,2517
11,F,S,20,N,31,12,P,240,Y,Y,96,139,0,Y,0,266,0,0,17732.37398,2518
22,M,S,18,Y,31,8,C,120,N,Y,12,950,0,Y,0,700,0,0,29862.63558,2519
13,F,S,20,Y,31,8,C,252,N,Y,12,24,0,Y,0,223,0,1,23913.22483,2520
19,F,S,24,Y,31,20,P,336,Y,Y,12,158,0,Y,0,371,0,0,9711.1981,2521
24,F,C,40,Y,31,8,P,120,Y,Y,36,807,0,Y,0,260,0,0,3421.7785,2522
23,F,C,55,Y,31,20,A,216,Y,Y,324,163,0,Y,0,955,1,0,16779.21004,2523
9,M,S,22,Y,5,25,C,204,N,Y,0,999,0,Y,0,327,0,0,8634.130908,2524
22,M,C,35,Y,50,25,P,12,Y,Y,36,110,0,Y,0,455,1,0,6316.507334,2525
25,F,C,41,Y,31,1,P,216,N,Y,24,950,0,Y,0,300,0,0,16034.18001,2526
25,F,S,55,Y,50,12,P,48,Y,Y,60,26,0,N,0,181,0,0,6039.066734,2527
24,M,S,18,Y,31,18,P,24,N,Y,24,703,0,Y,0,180,0,0,19993.76391,2528
1,F,C,27,Y,31,8,P,108,N,Y,84,213,552,Y,0,230,0,0,6641.639982,2529
15,F,S,51,Y,31,12,P,240,Y,Y,60,205,0,Y,0,200,0,0,17015.97272,2530
11,F,S,19,Y,50,20,P,228,Y,Y,12,999,0,Y,0,440,0,0,956.8082687,2531
9,F,C,35,Y,26,12,P,180,N,Y,108,713,0,Y,0,830,0,0,2253.167723,2532
1,F,S,24,Y,31,8,O,36,N,Y,12,60,0,Y,0,260,0,1,26456.54902,2533
25,M,C,42,Y,50,12,A,24,Y,Y,0,24,0,Y,0,513,0,0,3248.487206,2534
23,F,C,39,Y,31,18,P,96,N,Y,0,999,0,Y,0,1000,0,0,12584.99727,2535
25,F,S,44,Y,31,12,P,528,N,Y,120,712,0,Y,0,900,0,0,16773.47317,2536
23,F,C,54,Y,31,18,P,372,N,Y,0,165,0,Y,0,300,0,0,26280.23035,2537
1,F,S,20,Y,31,20,P,84,N,Y,60,4,0,Y,0,298,0,0,22090.20204,2538
19,F,S,37,N,31,28,A,12,N,Y,12,999,0,Y,0,800,0,0,10560.72212,2539
24,M,C,32,Y,31,8,P,144,Y,Y,120,721,0,Y,0,350,0,0,6095.014579,2540
55,M,S,42,Y,31,12,O,120,N,Y,0,522,0,Y,0,520,0,0,25138.69904,2541
22,F,S,20,Y,50,12,P,240,N,Y,12,40,0,Y,0,170,0,0,6088.035,2542
16,F,V,66,Y,31,18,P,60,N,Y,12,703,0,Y,0,180,0,0,20297.72031,2543
55,M,S,23,N,31,12,C,24,Y,Y,12,26,0,Y,0,220,0,1,18471.67227,2544
15,M,S,38,N,50,12,P,180,Y,Y,60,504,0,Y,0,260,0,0,2243.883869,2545
55,F,S,28,Y,31,12,A,48,Y,Y,36,60,0,Y,0,200,0,0,19637.54571,2546
21,F,S,31,Y,50,8,O,60,Y,Y,12,205,0,Y,0,300,0,0,3168.496299,2547
24,F,S,29,Y,31,8,P,96,Y,Y,48,123,0,Y,0,181,0,0,7676.18724,2548
4,F,C,36,Y,31,12,P,72,N,Y,24,165,3800,Y,0,600,0,0,17646.53779,2549
21,M,C,32,Y,31,25,P,60,Y,Y,12,301,0,Y,0,1000,1,1,7129.013932,2550
16,F,C,52,Y,31,8,P,72,N,Y,96,24,0,Y,0,629,0,0,29496.47739,2551
18,M,S,30,N,50,28,O,36,N,Y,12,42,0,Y,0,3200,1,1,1978.388106,2552
25,F,S,37,Y,31,12,A,300,Y,Y,12,39,0,Y,0,500,0,0,26197.66037,2553
25,F,C,22,Y,50,8,A,0,Y,Y,12,992,0,Y,0,400,0,0,26459.37535,2554
24,M,S,23,Y,31,28,P,276,N,Y,84,43,0,Y,0,350,0,1,10123.16653,2555
16,F,C,38,Y,31,18,P,24,N,Y,12,205,0,Y,0,180,0,0,8322.917763,2556
55,F,O,34,Y,31,12,P,84,N,Y,0,24,0,Y,0,249,0,0,15609.44539,2557
3,F,S,48,Y,31,20,P,300,N,Y,0,131,0,Y,0,500,0,0,3273.770484,2558
55,F,C,46,Y,50,12,P,24,N,Y,0,61,0,Y,0,220,0,0,18892.03257,2559
55,M,C,76,Y,31,8,P,36,N,Y,384,13,0,Y,0,2000,0,0,26575.75951,2560
9,M,D,41,Y,5,3,P,120,N,Y,120,161,0,Y,0,1325,1,0,10990.96626,2561
25,M,D,42,Y,31,12,A,156,N,Y,12,26,0,Y,0,260,0,1,11403.78647,2562
10,M,C,47,Y,31,18,P,192,Y,Y,0,514,0,Y,0,1160,2,0,23126.57735,2563
25,F,S,38,Y,31,8,P,240,N,Y,120,950,0,Y,0,800,0,0,20047.85236,2564
1,M,S,19,Y,31,12,P,144,Y,Y,36,63,0,Y,0,189,0,0,18303.23244,2565
24,F,C,46,Y,31,12,P,12,Y,Y,12,999,0,Y,0,300,0,0,12482.77069,2566
18,F,C,32,N,50,18,P,72,N,Y,12,131,0,Y,0,300,0,0,13276.83312,2567
25,F,S,18,Y,50,12,A,0,N,Y,0,24,0,Y,0,300,0,0,5837.675298,2568
12,F,C,42,Y,31,18,P,0,N,Y,0,13,0,Y,0,180,0,0,2246.028758,2569
16,F,S,27,Y,31,20,P,324,N,Y,12,999,0,Y,0,220,0,0,21515.41197,2570
25,F,C,52,Y,31,8,P,120,N,Y,72,864,0,Y,0,776,0,0,10140.21759,2571
8,F,C,44,Y,31,25,P,36,Y,Y,48,35,0,Y,0,1000,0,0,12665.31411,2572
9,M,C,42,Y,5,12,P,180,Y,Y,132,522,0,Y,0,683,0,0,27033.3905,2573
55,F,D,43,Y,31,18,A,12,Y,Y,0,72,0,Y,0,250,0,1,1039.894109,2574
3,F,D,38,Y,31,8,P,456,Y,Y,60,60,0,Y,0,180,0,1,9488.843746,2575
25,F,D,51,Y,50,8,P,612,Y,Y,48,118,0,Y,0,600,0,0,20345.53901,2576
55,F,O,57,Y,50,12,P,108,N,Y,0,13,0,Y,0,1154,0,0,7115.935042,2577
22,F,S,23,N,31,12,P,276,N,Y,24,999,0,Y,0,400,0,1,19862.63461,2578
1,M,C,61,Y,31,12,P,240,Y,Y,24,707,0,Y,0,350,1,0,28370.98992,2579
15,M,C,35,Y,31,12,P,180,Y,Y,0,26,0,Y,0,350,0,0,6305.876842,2580
21,M,C,31,Y,31,8,P,72,Y,Y,60,158,0,Y,0,746,1,0,24874.65043,2581
25,F,S,22,N,31,12,C,264,N,Y,36,712,0,Y,0,250,0,0,9743.832752,2582
12,M,C,34,Y,31,12,P,192,N,Y,12,508,0,Y,0,525,1,0,6826.939978,2583
23,F,S,18,Y,31,20,P,12,N,Y,0,950,0,Y,0,300,0,1,6790.746758,2584
24,M,S,22,Y,31,18,P,264,N,Y,60,999,0,Y,0,1500,0,0,581.8392162,2585
25,F,S,27,Y,31,8,P,216,Y,Y,84,999,0,Y,0,880,0,0,20704.71086,2586
96,F,S,21,Y,31,20,P,240,Y,Y,24,653,0,Y,0,206,0,1,4987.596773,2587
66,F,C,37,Y,31,1,O,72,Y,Y,156,853,0,Y,0,2400,0,0,18526.56122,2588
55,M,O,37,Y,31,12,P,240,N,Y,72,522,0,Y,0,900,0,0,27870.19295,2589
23,F,S,21,Y,31,8,P,180,Y,Y,12,853,0,Y,0,350,0,1,29318.57763,2590
19,M,S,24,N,50,20,P,240,Y,Y,12,521,0,Y,0,302,0,0,25815.28457,2591
55,M,S,27,Y,31,8,P,324,Y,Y,0,855,0,Y,0,294,0,1,13077.37266,2592
20,M,C,49,Y,31,18,P,384,Y,Y,336,218,0,Y,0,816,0,0,6833.439262,2593
25,F,C,37,Y,31,12,P,24,N,Y,0,720,717,Y,0,1534,1,0,10220.37785,2594
23,F,C,37,Y,31,28,P,360,N,Y,120,210,0,Y,0,1700,0,0,18618.41457,2595
15,M,S,18,Y,31,12,P,216,Y,Y,24,999,0,Y,0,230,0,1,1820.037515,2596
25,F,V,68,Y,50,20,P,240,N,Y,0,13,0,Y,0,1400,0,0,18439.33571,2597
20,F,S,60,Y,31,8,P,180,N,Y,12,13,0,Y,0,465,0,0,15391.08507,2598
19,F,S,20,Y,31,8,A,12,Y,Y,0,213,0,Y,0,180,0,1,29752.29185,2599
55,F,C,38,Y,31,12,P,300,N,Y,0,720,1200,Y,0,668,0,1,25367.29398,2600
24,F,S,40,Y,31,16,P,144,N,Y,96,150,0,Y,0,600,0,0,22812.64313,2601
22,F,O,31,Y,50,12,P,96,N,Y,12,205,0,Y,0,302,0,0,27289.95135,2602
23,F,S,18,Y,31,25,C,12,N,Y,12,950,0,Y,0,300,0,0,4467.496436,2603
23,F,S,17,Y,31,8,P,204,N,Y,12,654,0,Y,0,181,0,0,21520.5679,2604
55,F,O,39,Y,31,18,P,480,N,Y,0,205,0,Y,0,300,0,0,2410.309227,2605
20,M,C,53,Y,31,8,P,480,Y,Y,84,952,0,Y,0,682,1,0,5422.157944,2606
9,F,S,19,Y,5,18,C,0,N,Y,24,26,0,Y,0,280,0,0,24479.1523,2607
22,F,S,51,Y,31,25,P,372,N,Y,120,165,0,Y,0,600,0,0,16710.739,2608
7,M,S,20,N,50,20,C,12,Y,Y,12,79,0,Y,0,426,0,1,25830.6924,2609
15,F,S,23,Y,31,28,A,276,Y,Y,36,30,0,Y,0,194,0,1,19866.33163,2610
24,F,C,30,Y,31,6,P,144,N,Y,120,165,0,Y,0,400,0,0,17709.59478,2611
19,M,C,70,Y,31,3,P,132,N,Y,0,13,0,Y,0,800,1,0,4257.867916,2612
55,F,S,22,Y,31,28,P,60,Y,Y,0,205,0,Y,0,220,0,1,24156.48107,2613
25,F,C,49,Y,31,8,P,240,Y,Y,72,999,5000,Y,0,1400,1,0,3391.823566,2614
25,F,S,44,Y,68,12,P,432,N,Y,120,131,0,Y,0,700,0,0,18818.3805,2615
22,M,S,19,N,50,25,P,120,N,Y,24,950,0,Y,0,500,0,1,21186.43718,2616
3,F,V,47,Y,31,18,P,168,N,Y,144,703,0,Y,0,180,0,0,11855.07985,2617
24,F,C,38,Y,31,18,P,240,Y,Y,24,999,0,Y,0,444,0,1,28914.70734,2618
5,F,C,30,N,50,25,P,120,N,Y,0,999,300,Y,0,150,0,0,26488.54189,2619
25,F,D,53,Y,31,12,P,240,N,Y,48,13,0,Y,0,1041,2,0,7674.722638,2620
19,F,O,31,N,50,12,P,24,N,Y,0,999,0,Y,0,1200,0,0,11595.07703,2621
55,M,S,30,Y,31,20,P,156,N,Y,0,952,0,Y,0,350,1,1,11976.16711,2622
25,F,D,73,Y,31,18,P,0,N,Y,264,13,0,Y,0,303,0,0,9455.534001,2623
22,F,O,65,Y,31,8,P,12,N,Y,72,703,0,Y,0,180,0,0,7387.835659,2624
11,F,S,19,Y,31,8,P,24,Y,Y,0,24,0,Y,0,340,0,0,6490.789596,2625
15,F,S,28,Y,31,20,A,84,N,Y,0,999,0,Y,0,500,0,0,27815.17104,2626
25,F,D,50,Y,31,25,A,36,Y,Y,12,501,0,N,0,900,0,0,12337.32193,2627
22,F,S,21,N,50,18,P,60,N,Y,36,61,0,Y,0,350,0,1,25987.41973,2628
18,F,S,41,Y,23,18,A,12,N,N,12,35,0,Y,0,420,0,0,26328.72696,2629
3,F,S,27,N,50,20,O,24,Y,Y,0,950,0,Y,0,300,0,1,24226.0121,2630
24,F,S,20,Y,31,12,C,240,Y,Y,12,801,0,Y,0,202,0,0,16460.09529,2631
5,M,C,22,N,50,18,P,48,Y,Y,0,999,0,Y,0,540,0,0,16597.15931,2632
2,F,C,41,Y,50,12,C,480,N,Y,12,26,0,Y,0,214,0,0,22179.55866,2633
11,M,S,26,Y,31,12,P,24,N,Y,0,39,0,Y,0,226,0,0,15652.01348,2634
23,M,S,21,Y,31,12,C,120,Y,Y,0,999,0,Y,0,560,1,0,21816.40982,2635
55,F,S,28,Y,31,8,P,60,N,Y,36,950,0,Y,0,400,0,0,8579.804279,2636
23,F,C,35,Y,31,20,P,132,Y,Y,36,717,0,Y,0,3000,0,0,7368.464182,2637
14,F,V,47,Y,31,12,O,72,Y,Y,12,134,0,Y,0,400,0,0,16136.73641,2638
20,M,S,24,N,31,18,C,12,N,Y,12,999,0,Y,0,293,0,1,28263.63639,2639
24,F,C,45,Y,31,18,P,36,N,Y,240,131,0,Y,0,500,0,0,22947.97264,2640
21,M,S,36,Y,31,3,O,72,Y,Y,72,707,0,Y,0,600,0,0,13905.78807,2641
23,M,C,30,Y,31,8,P,120,N,Y,12,40,0,Y,0,700,0,0,23510.17765,2642
25,F,C,42,Y,31,28,O,300,Y,Y,36,78,0,Y,0,320,0,0,22647.73864,2643
14,F,C,38,Y,31,8,P,120,Y,Y,48,717,0,Y,0,1000,1,0,13753.81003,2644
23,F,C,39,Y,31,28,P,120,Y,Y,156,999,0,Y,0,822,1,0,23363.04029,2645
6,F,V,68,Y,5,18,P,12,N,Y,72,13,0,Y,0,557,0,0,22521.06249,2646
12,M,O,37,Y,31,25,P,60,N,Y,0,521,0,Y,0,459,1,1,28203.02026,2647
1,F,D,18,N,31,8,P,12,N,Y,12,205,0,Y,0,226,0,1,17056.1481,2648
4,M,S,21,Y,31,8,P,12,N,Y,36,26,0,Y,0,314,0,1,10490.52762,2649
55,F,S,24,Y,50,28,P,84,N,Y,12,60,0,Y,0,220,0,0,17637.05211,2650
7,F,C,34,Y,27,18,O,120,N,N,60,950,0,Y,0,800,0,0,17702.50684,2651
22,F,S,23,Y,50,12,C,240,N,Y,12,305,0,Y,0,450,0,0,1862.632959,2652
25,F,C,65,Y,50,8,P,264,N,Y,0,703,0,Y,0,1479,0,1,14062.20125,2653
25,F,S,18,Y,31,11,C,48,Y,Y,0,138,0,Y,0,1200,0,0,20194.85699,2654
16,M,C,50,Y,31,20,P,480,N,Y,0,13,0,Y,0,210,0,0,27215.73919,2655
55,F,S,26,N,50,25,P,132,N,Y,36,999,0,Y,0,300,0,0,15784.70909,2656
21,M,S,24,Y,31,12,P,84,N,Y,12,999,0,Y,0,908,0,0,11070.00785,2657
25,F,S,26,Y,50,8,P,96,Y,Y,12,992,0,Y,0,396,0,1,5869.972913,2658
21,F,S,37,Y,31,28,P,192,Y,Y,12,855,0,Y,0,206,0,0,9881.520402,2659
15,F,C,41,Y,31,8,P,72,N,Y,0,999,0,Y,0,0,0,0,21695.39925,2660
1,M,C,37,N,31,18,P,12,N,Y,132,17,0,Y,0,658,1,0,16775.21637,2661
24,F,S,21,Y,31,12,C,72,N,Y,24,713,0,Y,0,489,0,0,29579.96223,2662
25,M,S,35,Y,31,8,A,12,N,Y,12,863,0,Y,0,201,0,0,26214.29151,2663
55,F,S,61,Y,31,18,P,732,N,Y,180,13,0,Y,0,180,0,0,22900.07767,2664
21,M,C,37,Y,31,8,P,36,Y,Y,24,305,0,Y,0,673,1,0,930.6799992,2665
12,M,S,24,N,50,20,A,48,Y,Y,48,950,0,Y,0,450,0,1,22252.1455,2666
22,F,S,20,Y,31,28,P,240,N,Y,12,992,0,Y,0,296,0,0,14649.199,2667
24,F,S,26,Y,31,25,P,72,Y,Y,12,305,0,Y,0,1000,0,1,20137.58914,2668
3,F,S,27,Y,31,25,P,180,N,Y,12,999,0,Y,0,3000,0,1,2923.277356,2669
9,F,S,47,Y,5,20,A,72,N,Y,156,853,0,Y,0,1047,0,0,20488.96212,2670
10,F,C,41,Y,31,20,P,96,N,Y,0,950,0,Y,0,300,0,0,14162.99552,2671
5,F,C,28,Y,23,12,P,120,N,Y,0,123,0,Y,0,200,0,0,2468.330398,2672
3,F,C,19,N,50,28,P,48,Y,Y,12,999,0,Y,0,180,0,1,23794.97931,2673
22,F,C,35,Y,50,12,O,12,N,Y,12,999,0,Y,0,588,1,0,13597.69613,2674
17,M,S,17,Y,31,8,C,24,N,Y,24,999,0,Y,0,298,0,0,1278.857665,2675
15,F,S,18,Y,31,28,A,12,N,Y,12,999,0,Y,0,200,0,1,11943.1496,2676
23,F,S,30,Y,31,8,P,48,Y,Y,36,32,0,Y,0,400,0,1,13879.0941,2677
24,M,S,22,Y,50,28,P,72,N,Y,12,921,0,Y,0,600,0,0,7953.301184,2678
12,M,S,23,N,31,8,C,276,Y,Y,24,312,0,Y,0,366,0,0,19717.18538,2679
4,F,S,27,Y,31,22,A,12,Y,Y,12,77,0,Y,0,800,0,1,20968.14509,2680
22,F,O,47,N,50,12,P,12,N,Y,12,205,0,Y,0,180,0,0,11173.88126,2681
8,F,S,32,Y,31,12,P,12,N,Y,12,950,0,Y,0,400,0,0,4472.923911,2682
15,M,S,18,Y,31,18,C,216,N,Y,0,999,0,Y,0,0,0,0,9326.608837,2683
